Timestamp,bitfinex,kraken,okcoinusd,cex
2019-06-01 12:39:34.921000,0,0,0,0
2019-06-01 12:40:27.603000,0.0,0.0,0.0,900.0
2019-06-01 12:41:32.274000,0.0,0.0,0.0,1620.0
2019-06-01 12:41:49.220000,0.0,0.0,0.0,2196.0
2019-06-01 12:42:28.671000,0.0,0.0,0.0,2656.8
2019-06-01 12:42:43.773000,0.0,0.0,0.0,3025.44
2019-06-01 12:42:52.692000,0.0,0.0,0.0,3320.35
